"Código da Emenda";"Ano da Emenda";"Tipo de Emenda";"Código do Autor da Emenda";"Nome do Autor da Emenda";"Número da emenda";"Localidade do gasto";"Código Função";"Nome Função";"Código Subfunção";"Nome Subfunção";"Valor Empenhado";"Valor Liquidado";"Valor Pago";"Valor Restos A Pagar Inscritos";"Valor Restos A Pagar Cancelados";"Valor Restos A Pagar Pagos"
"201527670001";"2015";"Emenda Individual - Transferências";"2767";"WALTER TOSTA";"0001";"LAGOA FORMOSA - MG";"21";"Organização agrária";"127";"Ordenamento territorial";"3912387,00";"0,00";"0,00";"3912387,00";"0,00";"3912387,00"
"201527940001";"2015";"Emenda Individual - Transferências";"2794";"WASHINGTON REIS";"0001";"RIO DE JANEIRO (UF)";"10";"Saúde";"301";"Atenção básica";"1582316,00";"0,00";"0,00";"1236800,00";"0,00";"345516,00"
"201511420004";"2015";"Emenda Individual - Transferências";"1142";"ZE GERALDO";"0004";"CANAÃ DOS CARAJÁS - PA";"10";"Saúde";"512";"Saneamento básico urbano";"1822116,00";"0,00";"0,00";"0,00";"9771,00";"1812345,00"
"201529380001";"2015";"Emenda Individual - Transferências";"2938";"ZEZE PERRELLA";"0001";"MINAS GERAIS (UF)";"15";"Urbanismo";"451";"infra-estrutura urbana";"3912387,00";"0,00";"0,00";"0,00";"0,01";"3912386,99"
"201630320013";"2016";"Emenda Individual - Transferências";"3032";"ADALBERTO CAVALCANTI";"0013";"AFRÂNIO - PE";"10";"Saúde";"511";"Saneamento básico rural";"1800000,00";"0,00";"0,00";"0,00";"1212367,31";"587632,69"
"201620750010";"2016";"Emenda Individual - Transferências";"2075";"ADEMIR CAMILO";"0010";"Nacional";"12";"Educação";"365";"Educação infantil";"1143148,00";"0,00";"0,00";"219024,73";"0,00";"924123,27"
"201627260005";"2016";"Emenda Individual - Transferências";"2726";"ARTHUR LIRA";"0005";"ALAGOAS (UF)";"10";"Saúde";"301";"Atenção básica";"6364805,00";"1391230,00";"1391230,00";"96480,00";"326400,00";"4550695,00"
"201621520006";"2016";"Emenda Individual - Transferências";"2152";"BETO FARO";"0006";"PARÁ (UF)";"10";"Saúde";"302";"Assistência hospitalar e ambulatorial";"3999201,00";"0,00";"0,00";"2761970,89";"0,00";"1237230,11"
"201629000002";"2016";"Emenda Individual - Transferências";"2900";"CIRO NOGUEIRA";"0002";"PIAUÍ (UF)";"15";"Urbanismo";"244";"Assistência comunitária";"6813360,95";"1238083,01";"207333,01";"669452,29";"811138,69";"5125436,96"
"201631660008";"2016";"Emenda Individual - Transferências";"3166";"CLAUDIO CAJADO";"0008";"BAHIA (UF)";"27";"Desporto e lazer";"812";"Desporto comunitário";"1600000,00";"121875,00";"121875,00";"40000,00";"243750,00";"1234375,00"
"201627720014";"2016";"Emenda Individual - Transferências";"2772";"DR. JORGE SILVA";"0014";"ESPÍRITO SANTO (UF)";"15";"Urbanismo";"451";"infra-estrutura urbana";"1684000,00";"0,00";"0,00";"0,00";"381237,31";"1302762,69"
"201630260004";"2016";"Emenda Individual - Transferências";"3026";"DR. SINVAL MALHEIROS";"0004";"SÃO PAULO (UF)";"10";"Saúde";"122";"Administração geral";"1234285,00";"250000,00";"250000,00";"0,00";"0,00";"984285,00"
"201630870011";"2016";"Emenda Individual - Transferências";"3087";"EDMILSON RODRIGUES";"0011";"PARÁ (UF)";"10";"Saúde";"302";"Assistência hospitalar e ambulatorial";"1236410,00";"986410,00";"986410,00";"0,00";"0,00";"250000,00"
"201630890006";"2016";"Emenda Individual - Transferências";"3089";"EDUARDO CURY";"0006";"Nacional";"05";"Defesa nacional";"364";"Ensino superior";"296802,89";"123261,00";"123261,00";"0,00";"0,00";"174494,01"
"201624490009";"2016";"Emenda Individual - Transferências";"2449";"EFRAIM FILHO";"0009";"PARAÍBA (UF)";"10";"Saúde";"302";"Assistência hospitalar e ambulatorial";"1239990,00";"239990,00";"239990,00";"800000,00";"0,00";"200000,00"
"201627990007";"2016";"Emenda Individual - Transferências";"2799";"ELI CORREA FILHO";"0007";"SÃO PAULO (UF)";"15";"Urbanismo";"451";"infra-estrutura urbana";"1300000,00";"0,00";"0,00";"0,00";"66986,45";"1233013,55"
"201630900002";"2016";"Emenda Individual - Transferências";"3090";"ELIZIANE GAMA";"0002";"MARANHÃO (UF)";"15";"Urbanismo";"451";"infra-estrutura urbana";"4100000,00";"0,00";"0,00";"0,00";"1233450,00";"2866550,00"
"201628260002";"2016";"Emenda Individual - Transferências";"2826";"ERIKA KOKAY";"0002";"DISTRITO FEDERAL (UF)";"13";"Cultura";"392";"Difusão cultural";"1230995,65";"491000,00";"491000,00";"0,00";"46468,57";"693527,08"
"201612180017";"2016";"Emenda Individual - Transferências";"1218";"GONZAGA PATRIOTA";"0017";"PERNAMBUCO (UF)";"10";"Saúde";"512";"Saneamento básico urbano";"1599148,00";"0,00";"0,00";"83852,34";"302942,64";"1212353,02"
"201632200003";"2016";"Emenda Individual - Transferências";"3220";"HERMES PARCIANELLO";"0003";"PARANÁ (UF)";"21";"Organização agrária";"127";"Ordenamento territorial";"1235858,00";"300000,00";"300000,00";"4715,43";"32112,40";"903745,60"
"201632200006";"2016";"Emenda Individual - Transferências";"3220";"HERMES PARCIANELLO";"0006";"PARANÁ (UF)";"10";"Saúde";"301";"Atenção básica";"1233005,00";"0,00";"0,00";"609376,00";"0,00";"623629,00"
"201628340001";"2016";"Emenda Individual - Transferências";"2834";"HEULER CRUVINEL";"0001";"GOIÁS (UF)";"20";"Agricultura";"608";"Promoção da produção agropecuária";"495091,70";"0,00";"0,00";"12377,00";"0,00";"482714,70"
"201636910008";"2016";"Emenda Individual - Transferências";"3691";"JOAO DANIEL";"0008";"SERGIPE (UF)";"12";"Educação";"363";"Ensino profissional";"450000,00";"184336,13";"21239,73";"0,00";"202383,01";"226377,26"
"201636850001";"2016";"Emenda Individual - Transferências";"3685";"JOAO DERLY";"0001";"RIO GRANDE DO SUL (UF)";"06";"Segurança pública";"181";"Policiamento";"300000,00";"13876,55";"13876,55";"0,00";"0,00";"286123,45"
"201621230001";"2016";"Emenda Individual - Transferências";"2123";"JOSE AGRIPINO";"0001";"SERRA NEGRA DO NORTE - RN";"10";"Saúde";"302";"Assistência hospitalar e ambulatorial";"100000,00";"0,00";"0,00";"0,00";"0,00";"100000,00"
"201621230002";"2016";"Emenda Individual - Transferências";"2123";"JOSE AGRIPINO";"0002";"RIO GRANDE DO NORTE (UF)";"15";"Urbanismo";"451";"infra-estrutura urbana";"1905503,46";"29360,00";"29360,00";"0,00";"245850,00";"1630293,46"
"201621230003";"2016";"Emenda Individual - Transferências";"2123";"JOSE AGRIPINO";"0003";"RIO GRANDE DO NORTE (UF)";"12";"Educação";"364";"Ensino superior";"150000,00";"0,00";"0,00";"0,00";"0,00";"150000,00"
"201621230004";"2016";"Emenda Individual - Transferências";"2123";"JOSE AGRIPINO";"0004";"NATAL - RN";"10";"Saúde";"302";"Assistência hospitalar e ambulatorial";"120000,00";"0,00";"0,00";"0,00";"0,00";"120000,00"
"201621230005";"2016";"Emenda Individual - Transferências";"2123";"JOSE AGRIPINO";"0005";"RIO GRANDE DO NORTE (UF)";"10";"Saúde";"301";"Atenção básica";"1258180,00";"528250,00";"528250,00";"0,00";"120000,00";"609930,00"
"201621230006";"2016";"Emenda Individual - Transferências";"2123";"JOSE AGRIPINO";"0006";"RIO GRANDE DO NORTE (UF)";"10";"Saúde";"301";"Atenção básica";"236184,00";"0,00";"0,00";"0,00";"0,00";"236184,00"
"201621230007";"2016";"Emenda Individual - Transferências";"2123";"JOSE AGRIPINO";"0007";"RIO GRANDE DO NORTE (UF)";"10";"Saúde";"122";"Administração geral";"2698230,00";"2698230,00";"2698230,00";"0,00";"0,00";"0,00"
"201621230008";"2016";"Emenda Individual - Transferências";"2123";"JOSE AGRIPINO";"0008";"RIO GRANDE DO NORTE (UF)";"10";"Saúde";"302";"Assistência hospitalar e ambulatorial";"730482,00";"198630,00";"198630,00";"0,00";"0,00";"531852,00"
"201621230010";"2016";"Emenda Individual - Transferências";"2123";"JOSE AGRIPINO";"0010";"NATAL - RN";"10";"Saúde";"302";"Assistência hospitalar e ambulatorial";"250000,00";"250000,00";"250000,00";"0,00";"0,00";"0,00"
"201621230011";"2016";"Emenda Individual - Transferências";"2123";"JOSE AGRIPINO";"0011";"RIO GRANDE DO NORTE (UF)";"23";"Comércio e serviços";"695";"Turismo";"1050000,00";"243750,00";"243750,00";"0,00";"0,00";"806250,00"
"201621230012";"2016";"Emenda Individual - Transferências";"2123";"JOSE AGRIPINO";"0012";"RIO GRANDE DO NORTE (UF)";"20";"Agricultura";"608";"Promoção da produção agropecuária";"500000,00";"0,00";"0,00";"256250,00";"0,00";"243750,00"
"201621230013";"2016";"Emenda Individual - Transferências";"2123";"JOSE AGRIPINO";"0013";"RIO GRANDE DO NORTE (UF)";"12";"Educação";"368";"Educação básica";"999740,00";"0,00";"0,00";"757640,00";"0,00";"242100,00"
"201621230014";"2016";"Emenda Individual - Transferências";"2123";"JOSE AGRIPINO";"0014";"RIO GRANDE DO NORTE (UF)";"12";"Educação";"302";"Assistência hospitalar e ambulatorial";"149500,00";"0,00";"0,00";"0,00";"0,00";"149500,00"
"201621230015";"2016";"Emenda Individual - Transferências";"2123";"JOSE AGRIPINO";"0015";"RIO GRANDE DO NORTE (UF)";"27";"Desporto e lazer";"812";"Desporto comunitário";"949999,99";"0,00";"0,00";"0,00";"0,00";"949999,99"
"201621230016";"2016";"Emenda Individual - Transferências";"2123";"JOSE AGRIPINO";"0016";"RIO GRANDE DO NORTE (UF)";"15";"Urbanismo";"244";"Assistência comunitária";"250000,00";"0,00";"0,00";"0,00";"0,00";"250000,00"
"201621230017";"2016";"Emenda Individual - Transferências";"2123";"JOSE AGRIPINO";"0017";"RIO GRANDE DO NORTE (UF)";"10";"Saúde";"302";"Assistência hospitalar e ambulatorial";"200000,00";"0,00";"0,00";"0,00";"0,00";"200000,00"
"201621230018";"2016";"Emenda Individual - Transferências";"2123";"JOSE AGRIPINO";"0018";"Nacional";"10";"Saúde";"302";"Assistência hospitalar e ambulatorial";"100000,00";"100000,00";"100000,00";"0,00";"0,00";"0,00"
"201617180007";"2016";"Emenda Individual - Transferências";"1718";"JOSE CARLOS ALELUIA";"0007";"BAHIA (UF)";"10";"Saúde";"302";"Assistência hospitalar e ambulatorial";"1215480,00";"200000,00";"200000,00";"171123,28";"0,00";"844356,72"
"201611170005";"2016";"Emenda Individual - Transferências";"1117";"JOSE OTAVIO GERMANO";"0005";"RIO GRANDE DO SUL (UF)";"23";"Comércio e serviços";"695";"Turismo";"1999218,53";"0,00";"0,00";"0,00";"507986,98";"1491231,55"
"201628950002";"2016";"Emenda Individual - Transferências";"2895";"JOSE PIMENTEL";"0002";"CEARÁ (UF)";"10";"Saúde";"122";"Administração geral";"3256649,31";"3144313,31";"3144313,31";"0,00";"0,00";"112336,00"
"201632620001";"2016";"Emenda Individual - Transferências";"3262";"JOSE ROCHA";"0001";"BAHIA (UF)";"15";"Urbanismo";"451";"infra-estrutura urbana";"1905181,14";"123914,50";"123914,50";"0,00";"133180,15";"1648086,49"
"201634910002";"2016";"Emenda Individual - Transferências";"3491";"JOSUE BENGTSON";"0002";"BELÉM - PA";"13";"Cultura";"391";"Patrimônio histórico, artístico e arqueológico";"1279574,00";"0,00";"0,00";"0,00";"49225,19";"1230348,81"
"201637930002";"2016";"Emenda Individual - Transferências";"3793";"LASIER MARTINS";"0002";"RIO GRANDE DO SUL (UF)";"12";"Educação";"368";"Educação básica";"2471880,32";"186400,00";"186400,00";"1094241,24";"0,00";"1191239,08"
"201632700010";"2016";"Emenda Individual - Transferências";"3270";"LEONIDAS CRISTINO";"0010";"CEARÁ (UF)";"23";"Comércio e serviços";"695";"Turismo";"1662000,00";"0,00";"0,00";"0,00";"1230450,00";"431550,00"
"201628440002";"2016";"Emenda Individual - Transferências";"2844";"LEOPOLDO MEYER";"0002";"PARANÁ (UF)";"12";"Educação";"368";"Educação básica";"799467,97";"0,00";"0,00";"512343,97";"0,00";"287124,00"
"201620210009";"2016";"Emenda Individual - Transferências";"2021";"LUCIA VANIA";"0009";"GOIÁS (UF)";"20";"Agricultura";"608";"Promoção da produção agropecuária";"449218,53";"0,00";"0,00";"11230,00";"0,00";"437988,53"
"201628740007";"2016";"Emenda Individual - Transferências";"2874";"LUIZ NISHIMORI";"0007";"PARANÁ (UF)";"22";"Indústria";"661";"Promoção industrial";"597500,00";"0,00";"0,00";"9175,00";"376,01";"597123,99"
"201629750016";"2016";"Emenda Individual - Transferências";"2975";"MARGARIDA SALOMAO";"0016";"MINAS GERAIS (UF)";"10";"Saúde";"122";"Administração geral";"1111238,00";"1111238,00";"1111238,00";"0,00";"0,00";"0,00"
"201636140004";"2016";"Emenda Individual - Transferências";"3614";"MILTON MONTI";"0004";"SÃO PAULO (UF)";"10";"Saúde";"302";"Assistência hospitalar e ambulatorial";"2157003,00";"0,00";"0,00";"0,00";"919930,00";"1237073,00"
"201629360002";"2016";"Emenda Individual - Transferências";"2936";"NILSON LEITAO";"0002";"MATO GROSSO (UF)";"23";"Comércio e serviços";"695";"Turismo";"1235000,00";"0,00";"0,00";"0,00";"602062,50";"632937,50"
"201625100009";"2016";"Emenda Individual - Transferências";"2510";"OTAVIO LEITE";"0009";"RIO DE JANEIRO (UF)";"23";"Comércio e serviços";"695";"Turismo";"388000,00";"0,00";"0,00";"0,00";"75660,00";"312340,00"
"201625100014";"2016";"Emenda Individual - Transferências";"2510";"OTAVIO LEITE";"0014";"Exterior";"07";"Relações exteriores";"211";"Relações diplomáticas";"190557,86";"143004,48";"143004,48";"-2066,99";"12389,49";"41824,41"
"201627640002";"2016";"Emenda Individual - Transferências";"2764";"PADRE JOAO";"0002";"MINAS GERAIS (UF)";"15";"Urbanismo";"MU";"Múltiplo";"1231095,02";"0,00";"0,00";"0,00";"21792,40";"1209302,62"
"201637380002";"2016";"Emenda Individual - Transferências";"3738";"PAULO AZI";"0002";"BAHIA (UF)";"15";"Urbanismo";"451";"infra-estrutura urbana";"2399218,59";"0,00";"0,00";"0,00";"986827,59";"1412391,00"
"201636660009";"2016";"Emenda Individual - Transferências";"3666";"POMPEO DE MATTOS";"0009";"RIO GRANDE DO SUL (UF)";"23";"Comércio e serviços";"695";"Turismo";"1235931,50";"0,00";"0,00";"0,00";"243750,00";"992181,50"
"201629190015";"2016";"Emenda Individual - Transferências";"2919";"RANDOLFE RODRIGUES";"0015";"AMAPÁ (UF)";"12";"Educação";"363";"Ensino profissional";"499937,67";"182529,76";"126131,43";"0,00";"91123,57";"282682,67"
"Sem informaç";"2016";"Emenda de Comissão";"-99";"RELATOR GERAL";"S/I";"Nacional";"05";"Defesa nacional";"126";"Tecnologia da informação";"5123020,24";"251,00";"236,32";"0,00";"60192,00";"5062591,92"
"Sem informaç";"2016";"Emenda de Comissão";"-99";"RELATOR GERAL";"S/I";"Nacional";"10";"Saúde";"511";"Saneamento básico rural";"93885981,95";"0,00";"0,00";"9066492,87";"43407106,19";"41412382,89"
"201638020001";"2016";"Emenda Individual - Transferências";"3802";"SANDRA BRAGA";"0001";"AMAZONAS (UF)";"05";"Defesa nacional";"244";"Assistência comunitária";"5709123,00";"0,00";"0,00";"0,00";"870883,00";"4838240,00"
"Sem informaç";"2016";"Emenda de Relator";"S/I";"Sem informação";"S/I";"PERNAMBUCO (UF)";"10";"Saúde";"302";"Assistência hospitalar e ambulatorial";"123448271,00";"123448271,00";"123448271,00";"0,00";"0,00";"0,00"
"201610630004";"2016";"Emenda Individual - Transferências";"1063";"VALDIR COLATTO";"0004";"SANTA CATARINA (UF)";"10";"Saúde";"MU";"Múltiplo";"1236662,00";"699940,00";"699940,00";"0,00";"0,00";"536722,00"
"201623660002";"2016";"Emenda Individual - Transferências";"2366";"VANDERLEI MACRIS";"0002";"SÃO PAULO (UF)";"15";"Urbanismo";"451";"infra-estrutura urbana";"3154150,00";"368775,00";"368775,00";"0,00";"54143,70";"2731231,30"
"201619970001";"2016";"Emenda Individual - Transferências";"1997";"VICENTINHO";"0001";"SÃO PAULO (UF)";"20";"Agricultura";"608";"Promoção da produção agropecuária";"1230000,00";"390000,00";"390000,00";"30750,00";"0,00";"809250,00"
"201637840003";"2016";"Emenda Individual - Transferências";"3784";"ZENAIDE MAIA";"0003";"RIO GRANDE DO NORTE (UF)";"18";"Gestão ambiental";"544";"Recursos hídricos";"500000,00";"0,00";"0,00";"12392,92";"0,00";"487607,08"
"201730330009";"2017";"Emenda Individual - Transferências";"3033";"ADELMO CARNEIRO LEAO";"0009";"MINAS GERAIS (UF)";"21";"Organização agrária";"127";"Ordenamento territorial";"1230287,00";"0,00";"0,00";"0,00";"0,00";"1230287,00"
"201728580011";"2017";"Emenda Individual - Transferências";"2858";"ALCEU MOREIRA";"0011";"RIO GRANDE DO SUL (UF)";"10";"Saúde";"302";"Assistência hospitalar e ambulatorial";"1404960,00";"0,00";"0,00";"0,00";"213724,26";"1191235,74"
"201730380008";"2017";"Emenda Individual - Transferências";"3038";"ALEXANDRE BALDY";"0008";"GOIÁS (UF)";"10";"Saúde";"MU";"Múltiplo";"947472,00";"0,00";"0,00";"157532,10";"123825,00";"666114,90"
"201738100007";"2017";"Emenda Individual - Transferências";"3810";"ANTONIO ANASTASIA";"0007";"MINAS GERAIS (UF)";"10";"Saúde";"302";"Assistência hospitalar e ambulatorial";"3568114,00";"0,00";"0,00";"0,00";"455716,19";"3112397,81"
"201727260004";"2017";"Emenda Individual - Transferências";"2726";"ARTHUR LIRA";"0004";"ALAGOAS (UF)";"10";"Saúde";"302";"Assistência hospitalar e ambulatorial";"1600000,00";"0,00";"0,00";"898768,40";"0,00";"701231,60"
"201771230001";"2017";"Emenda de Bancada";"7123";"BANCADA DE RONDONIA";"0001";"RONDÔNIA (UF)";"15";"Urbanismo";"244";"Assistência comunitária";"83443659,00";"0,00";"0,00";"0,00";"28030633,15";"55413025,85"
"201771230002";"2017";"Emenda de Bancada";"7123";"BANCADA DE RONDONIA";"0002";"RONDÔNIA (UF)";"15";"Urbanismo";"244";"Assistência comunitária";"55154430,00";"0,00";"0,00";"151,50";"11436101,83";"43718176,67"
"201730630011";"2017";"Emenda Individual - Transferências";"3063";"CAIO NARCIO";"0011";"MINAS GERAIS (UF)";"10";"Saúde";"302";"Assistência hospitalar e ambulatorial";"1020000,00";"0,00";"0,00";"0,00";"123462,01";"896537,99"
"201730700004";"2017";"Emenda Individual - Transferências";"3070";"CELIO SILVEIRA";"0004";"GOIÁS (UF)";"10";"Saúde";"302";"Assistência hospitalar e ambulatorial";"200000,00";"0,00";"0,00";"0,00";"29123,65";"170876,35"
"201730760006";"2017";"Emenda Individual - Transferências";"3076";"CONCEICAO SAMPAIO";"0006";"MANAUS - AM";"10";"Saúde";"303";"Suporte profilático e terapêutico";"1000000,00";"0,00";"0,00";"887613,90";"0,00";"112386,10"
"201730810008";"2017";"Emenda Individual - Transferências";"3081";"DANIEL VILELA";"0008";"GOIÁS (UF)";"23";"Comércio e serviços";"695";"Turismo";"1412505,05";"0,00";"0,00";"27500,00";"150597,05";"1234408,00"
"201730830003";"2017";"Emenda Individual - Transferências";"3083";"DELEGADO EDSON MOREIRA";"0003";"MINAS GERAIS (UF)";"06";"Segurança pública";"181";"Policiamento";"1609768,00";"0,00";"0,00";"0,00";"371855,18";"1237912,82"
"201729080005";"2017";"Emenda Individual - Transferências";"2908";"EDUARDO AMORIM";"0005";"SERGIPE (UF)";"15";"Urbanismo";"244";"Assistência comunitária";"299850,96";"275309,34";"363,44";"0,00";"1236,56";"298250,96"
"201723680011";"2017";"Emenda Individual - Transferências";"2368";"FABIO RAMALHO";"0011";"MINAS GERAIS (UF)";"15";"Urbanismo";"451";"infra-estrutura urbana";"2123416,41";"0,00";"0,00";"0,00";"1919471,12";"203945,29"
"201724480013";"2017";"Emenda Individual - Transferências";"2448";"FELIPE MAIA";"0013";"RIO GRANDE DO NORTE (UF)";"10";"Saúde";"302";"Assistência hospitalar e ambulatorial";"649970,00";"0,00";"0,00";"46260,00";"332471,50";"271238,50"
"201732570001";"2017";"Emenda Individual - Transferências";"3257";"GIUSEPPE VECCI";"0001";"GOIÁS (UF)";"12";"Educação";"364";"Ensino superior";"750000,00";"0,00";"0,00";"212376,00";"0,00";"537624,00"
"201712180007";"2017";"Emenda Individual - Transferências";"1218";"GONZAGA PATRIOTA";"0007";"PERNAMBUCO (UF)";"10";"Saúde";"512";"Saneamento básico urbano";"1200000,00";"0,00";"0,00";"6464,37";"182302,29";"1011233,34"
"201725050002";"2017";"Emenda Individual - Transferências";"2505";"INDIO DA COSTA";"0002";"RIO DE JANEIRO (UF)";"15";"Urbanismo";"451";"infra-estrutura urbana";"658769,53";"0,00";"0,00";"0,00";"650123,53";"8646,00"
"201721230001";"2017";"Emenda Individual - Transferências";"2123";"JOSE AGRIPINO";"0001";"RIO GRANDE DO NORTE (UF)";"20";"Agricultura";"608";"Promoção da produção agropecuária";"250000,00";"0,00";"0,00";"6250,00";"5885,89";"237864,11"
"201721230002";"2017";"Emenda Individual - Transferências";"2123";"JOSE AGRIPINO";"0002";"SERRA NEGRA DO NORTE - RN";"10";"Saúde";"302";"Assistência hospitalar e ambulatorial";"100000,00";"0,00";"0,00";"0,00";"2693,00";"97307,00"
"201721230006";"2017";"Emenda Individual - Transferências";"2123";"JOSE AGRIPINO";"0006";"RIO GRANDE DO NORTE (UF)";"20";"Agricultura";"608";"Promoção da produção agropecuária";"1109767,80";"292500,00";"292500,00";"27744,00";"0,00";"789523,80"
"201721230007";"2017";"Emenda Individual - Transferências";"2123";"JOSE AGRIPINO";"0007";"RIO GRANDE DO NORTE (UF)";"12";"Educação";"368";"Educação básica";"250000,00";"0,00";"0,00";"250000,00";"0,00";"0,00"
"201721230008";"2017";"Emenda Individual - Transferências";"2123";"JOSE AGRIPINO";"0008";"RIO GRANDE DO NORTE (UF)";"27";"Desporto e lazer";"812";"Desporto comunitário";"500000,00";"0,00";"0,00";"10062,50";"487500,00";"12500,00"
"201721230009";"2017";"Emenda Individual - Transferências";"2123";"JOSE AGRIPINO";"0009";"RIO GRANDE DO NORTE (UF)";"10";"Saúde";"301";"Atenção básica";"749905,00";"0,00";"0,00";"0,00";"0,00";"749905,00"
"201721230011";"2017";"Emenda Individual - Transferências";"2123";"JOSE AGRIPINO";"0011";"RIO GRANDE DO NORTE (UF)";"10";"Saúde";"122";"Administração geral";"500000,00";"0,00";"0,00";"0,00";"0,00";"500000,00"
"201721230012";"2017";"Emenda Individual - Transferências";"2123";"JOSE AGRIPINO";"0012";"RIO GRANDE DO NORTE (UF)";"23";"Comércio e serviços";"695";"Turismo";"990000,00";"0,00";"0,00";"183100,00";"243750,00";"563150,00"
"201721230013";"2017";"Emenda Individual - Transferências";"2123";"JOSE AGRIPINO";"0013";"RIO GRANDE DO NORTE (UF)";"15";"Urbanismo";"451";"infra-estrutura urbana";"1800000,00";"0,00";"0,00";"97740,00";"0,00";"1702260,00"
"201721230014";"2017";"Emenda Individual - Transferências";"2123";"JOSE AGRIPINO";"0014";"RIO GRANDE DO NORTE (UF)";"15";"Urbanismo";"244";"Assistência comunitária";"1000000,00";"0,00";"0,00";"0,00";"250000,00";"750000,00"
"201721230015";"2017";"Emenda Individual - Transferências";"2123";"JOSE AGRIPINO";"0015";"RIO GRANDE DO NORTE (UF)";"10";"Saúde";"122";"Administração geral";"2412956,00";"1909768,00";"1909768,00";"0,00";"0,00";"503188,00"
"201721230017";"2017";"Emenda Individual - Transferências";"2123";"JOSE AGRIPINO";"0017";"RIO GRANDE DO NORTE (UF)";"10";"Saúde";"302";"Assistência hospitalar e ambulatorial";"989950,00";"0,00";"0,00";"0,00";"0,00";"989950,00"
"201721230018";"2017";"Emenda Individual - Transferências";"2123";"JOSE AGRIPINO";"0018";"RIO GRANDE DO NORTE (UF)";"10";"Saúde";"302";"Assistência hospitalar e ambulatorial";"549728,00";"0,00";"0,00";"0,00";"0,00";"549728,00"
"201721230019";"2017";"Emenda Individual - Transferências";"2123";"JOSE AGRIPINO";"0019";"Nacional";"10";"Saúde";"302";"Assistência hospitalar e ambulatorial";"100000,00";"100000,00";"100000,00";"0,00";"0,00";"0,00"
"201737920003";"2017";"Emenda Individual - Transferências";"3792";"JOSE MEDEIROS";"0003";"MATO GROSSO (UF)";"19";"Ciência e Tecnologia";"691";"Promoção comercial";"6015708,00";"0,00";"0,00";"0,00";"123530,00";"5892178,00"
"201737020012";"2017";"Emenda Individual - Transferências";"3702";"LEANDRE";"0012";"PARANÁ (UF)";"10";"Saúde";"122";"Administração geral";"1480000,00";"1236000,00";"1236000,00";"0,00";"0,00";"244000,00"
"201728790011";"2017";"Emenda Individual - Transferências";"2879";"LIDICE DA MATA";"0011";"BAHIA (UF)";"27";"Desporto e lazer";"812";"Desporto comunitário";"1230000,00";"0,00";"0,00";"19832,75";"0,00";"1230000,00"
"201736620001";"2017";"Emenda Individual - Transferências";"3662";"LUIS CARLOS HEINZE";"0001";"RIO GRANDE DO SUL (UF)";"20";"Agricultura";"608";"Promoção da produção agropecuária";"1662467,05";"243524,78";"243524,78";"38587,00";"146251,02";"1234104,25"
"201735730008";"2017";"Emenda Individual - Transferências";"3573";"LUIZ SERGIO";"0008";"RIO DE JANEIRO (UF)";"12";"Educação";"363";"Ensino profissional";"2299170,57";"491123,66";"348031,17";"0,00";"0,00";"1951139,40"
"201737140001";"2017";"Emenda Individual - Transferências";"3714";"MARCELO ARO";"0001";"MINAS GERAIS (UF)";"10";"Saúde";"301";"Atenção básica";"2212325,00";"0,00";"0,00";"0,00";"0,00";"2212325,00"
"201727860013";"2017";"Emenda Individual - Transferências";"2786";"MARCELO MATOS";"0013";"MACUCO - RJ";"10";"Saúde";"MU";"Múltiplo";"600000,00";"477000,00";"477000,00";"0,00";"0,00";"123000,00"
"201723840007";"2017";"Emenda Individual - Transferências";"2384";"MAURO MARIANI";"0007";"SANTA CATARINA (UF)";"10";"Saúde";"302";"Assistência hospitalar e ambulatorial";"4264951,00";"0,00";"0,00";"1351,00";"352364,98";"3911235,02"
"201735680003";"2017";"Emenda Individual - Transferências";"3568";"PAULO MAGALHAES";"0003";"BAHIA (UF)";"15";"Urbanismo";"244";"Assistência comunitária";"399976,63";"14923,45";"12336,82";"0,00";"7541,02";"380098,79"
"201735110004";"2017";"Emenda Individual - Transferências";"3511";"PEDRO FERNANDES";"0004";"MARANHÃO (UF)";"10";"Saúde";"511";"Saneamento básico rural";"1250000,00";"0,00";"0,00";"148500,00";"580376,66";"521123,34"
"201726930005";"2017";"Emenda Individual - Transferências";"2693";"PROFESSORA DORINHA SEABRA REZENDE";"0005";"TOCANTINS (UF)";"19";"Ciência e Tecnologia";"691";"Promoção comercial";"4265143,00";"0,00";"0,00";"0,00";"2049123,64";"2216019,36"
"Sem informaç";"2017";"Emenda de Comissão";"-99";"RELATOR GERAL";"S/I";"Nacional";"05";"Defesa nacional";"151";"Defesa aérea";"130523094,38";"123863233,59";"123863233,59";"0,00";"5300,72";"6654560,07"
"201737490012";"2017";"Emenda Individual - Transferências";"3749";"ROBERTO SALES";"0012";"RIO DE JANEIRO (UF)";"23";"Comércio e serviços";"695";"Turismo";"737499,25";"0,00";"0,00";"12343,00";"481406,25";"243750,00"
"201737500007";"2017";"Emenda Individual - Transferências";"3750";"RODRIGO MARTINS";"0007";"PIAUÍ (UF)";"10";"Saúde";"302";"Assistência hospitalar e ambulatorial";"1212325,00";"0,00";"0,00";"0,00";"0,00";"1212325,00"
